address,info,sector,name,country,city,phone,fax,site
"Kuluçka Binası(Prefabrik Bina 2) Üniversiteler Mahallesi, İhsan Doğramacı Bulvarı Masa 25 Odtü Teknokent Çankaya/Ankara",Yazılım Geliştirme ve Ar-Ge,"Yazılım Geliştirme, Ar-Ge",Gamenhencer Oyun Yazılım Araştırma Geliştirme Eğitim Danışmanlık San. ve Tic. Ltd. Şti.,Türkiye,Ankara,(0312) 286 8672,(0312) 286 8672,
"Sadiq Rahimov Str. , 1","Ganja Auto Plant (Azerbaijani: Gəncə Avtomobil Zavodu), is an auto assembly plant situated in the Ganja city in Azerbaijan. The factory was founded in 1986 as KiAZ (Kirovabad Automobile Plant). On April 3 the plant rolled out its 10.000 MTZ tractor. The company was manufacturing trucks and tractors of different companies such as ""MTZ"", ""MAZ"", ""KAMAZ"" and ""Ural"". Recently, GAP has signed a memorandum with Czech Republic's company ""Tatra"" about the start of the production of Tatra trucks in 2018.",Automotive,Ganja Automobile Plant,Azerbaijan,Ganja,+994222537030,2538002,http://ganjaauto.gov.az
YENİ PARSELLER SOKAK NO: 20 K BİNASI K: 4-5 KAVACIK 34805,,BİLGİ TEKNOLOJİLERİ TELEKOMÜNİKASYON,GANTEK TEKNOLOJİ,Türkiye,İstanbul,216-5388000,216-3220443,www.gantek.com.tr
"GAP Güneydoğu Tekstil San. ve Tic. A.S.
 1.Organize Sanayi Bolgesi 2.Cadde
 44225, Malatya / TURKEY",Tekstil Fabrikası,Tekstil,GAP Güneydoğu Tekstil,Türkiye,Malatya,+90 (422) 237 54 18,+90 (422) 237 54 17,http://www.calikdenim.com/contact.aspx
NİSPETİYE MAH. AYTAR CAD. NO: 2 LEVENT 34340,ergulot@garanti.com.tr,BANKACILIK,GARANTİ BANKASI A.Ş.,Türkiye,İstanbul,212-3181818,212-3181888,www.garanti.com
NİSPETİYE MAH. AYTAR CD. NO:2 ZİNCİRLİKUYU,,,GARANTİ BANKASI GENEL MÜDÜRLÜĞÜ,Türkiye,İstanbul,212 318 1244,,
EVREN MAH. KOÇMAN CAD. NO: 34 GÜNEŞLİ 34050,,BİLİŞİM,GARANTİ BİLİŞİM TEKNOLOJİ,Türkiye,İstanbul,212-4783535,212-6570473,www.garantiteknoloji.com.tr
Nispetiye Mah. Aytar Cad. No:2 34340 Levent Beşiktaş İstanbul,"Garanti Ödeme Sistemleri A.Ş., Garanti Bankası A.Ş. ve iştiraklerinin ortaklığı ile 1999 yılında kurulmuştur.",Bankacılık,Garanti Ödeme Sistemleri A.Ş.,Türkiye,İstanbul,0 212 318 18 18,0 212 318 18 18,https://www.garantiodemesistemleri.com/
"Çamçeşme Mahallesi, Tersane Caddesi No:15 Pendik",BenguGo@garanti.com.tr,BİLİŞİM,Garanti Teknoloji,Türkiye,İstanbul,216-6621000,216-6570473,https://www.garantiteknoloji.com.tr/
Söğütözü Mahallesi Sögüt Caddesi Koç Kuleleri A blok Kat 3,"Garnizon is a cybersecurity company that offers security consulting to government, military and private organizations. Garnizon conducts penetration tests, Vulnerability Assessment, SIEM configuration and many other services for these organizations. 

Garnizon also conducts security research and aims to discover vulnerabilities and report them. This process involves improving (such as writing new plugins) existing security tools and writing new security tools and exploit code. An important portion of this process requires reverse engineering skills as well as proficiency in multiple programming languages.",Cyber Security,Garnizon Bilgi Güvenliği,Türkiye,Ankara,+90 (312) 970 1910,+90 (850) 220 04 51,www.garnizon.com.tr/
Gülhane Askeri Tıp Akademisi Biyomedikal ve Klinik Muhendisligi Merkezi Baskanligi ETLIK/KECIOREN,,,Gata Komutanlığı Biyomedikal ve Klinik Mühendisliği Merkezi Başkanlığı,Türkiye,Ankara,,,www.gata.edu.tr
"Gates Powertrain HR Department
Ege Serbest Bölgesi
Çınar sk. No:11
35410
Gaziemir-Izmir-TURKEY","Products: Tensioners
Activities: Assembly and machining of metal components
Markets: OEM , Aftermarkets
Parent company: The Gates Corporation (USA)
Number of employees: 524
Language of communication: Turkish, English","Manufacturing, Metal Parts",Gates Powertrain,Türkiye,İzmir,+90232 455 9000,+90232 455 9001,http://ww2.gates.com/turkey
İstanbul Yolu Ayaş Kavşağı 16.km No:1\A Ergazi Yenimahalle-Ankara,,Elektrik,GATE Elektronik,Türkiye,Ankara,03122570737,03122572300,gateelektronik.com.tr
İstanbul Yolu Ayaş Kavşağı 10.km No:1\A Ergazi Yenimahalle-Ankara,,ÜRETİM,GATE Elektronik,Türkiye,Ankara,0312 2570737,0312 2572300,www.gateelektronik.com.tr
"Gates Powertrain HR Department
Ege Serbest Bölgesi
Çınar sk. No:11
35410
Gaziemir-Izmir-TURKEY","Products: Tensioners
Activities: Assembly and machining of metal components
Markets: OEM , Aftermarkets
Parent company: The Gates Corporation (USA)
Number of employees: 524
Language of communication: Turkish, English",Manufacturing and metal parts,Gates Powertrain,Türkiye,İzmir,+(90) 232 455 9,,http://ww2.gates.com/turkey
"Üniversiteler Mh., K1-2, ODTÜ İkizleri, 06800 Çankaya/Ankara","Established within Middle East Technical University TECHNOPOLIS, Gauss Statistical Solutions is the first R&D company of Turkey specialized in statistics. We would predict human behaviors and complicated cases through speed, volume and diversity provided by big data structures. The analytical tools that we develop help us to create more precise and compact solutions for both user friendly and impartial reports. The processes from preparation of big data up to enhancement of decision support models are supported by the real-time operating software products which our R&D team have developed.

Our team is a comprehensive mixture of experienced, dynamic and interdisciplinary experts on statistics, big data analytics and survey research. If you ever need an analytic solution that could affect your company’s business decisions, don’t hesitate to get in touch with us.","CS, Statistics",Gauss Statistical Solutions,Türkiye,Ankara,+90 312 286 8672,+90 312 286 8672,http://gauss.com.tr/
Cemal Sururi Cad. Halim Meric Is Merkezi No:15/15 Mecidiyekoy,"Turizm ve Bilgi Teknolojileri, Bilet Basma Yazilimi",Turizm ve Bilgi Teknolojileri,Gaziglobal Turizm ve Bilgi Teknolojileri A.Ş.,Türkiye,İstanbul,212 2673888,212 2673889,
MERKEZ MAHALLESİ ÇUKURÇEŞME CD. NO:51 GAZİOSMANPAŞA,,,GAZİOSMANPAŞA HASTANESİ,Türkiye,İstanbul,212 6153838,212 6153849,
"ODTÜ TEKNOKENT Üniversiteler Mah. İhsan Doğramacı Blv. No: 31 KOSGEB TEKMER Binası Ofis No: 402, 06800 Çankaya/ANKARA/TÜRKİYE","They work in control systems, signal processing and electronic design.","System design, electronic design, control systems design, signal processing algorithms design, consultancy, system engineering, project management and",GCLAB MÜHENDİSLİK,Türkiye,Ankara,+90-533-3730640,-,http://gclabmuhendislik.com/?page_id=40&lang=en
Hacettepe Üniversitesi Beytepe Teknokent 1. AR-GE Binası 1. Kat No:23,GDS Mühendislik is a R&D company. Their main research topics are robotic systems and electric vehicles and they also serve for medical and defense industries.,Robotics,GDS Mühendislik,Türkiye,Ankara,+90 312 227 42 45,+90 312 227 42 46,http://www.gdsmuhendislik.com.tr/
Hacettepe Üniversitesi Beytepe Teknokent 1. AR-GE Binası 1. Kat No:23,GDS Mühendislik is a R&D company. Their main research topics are robotic systems and electric vehicles and they also serve for medical and defense industries.,Robotics,GDS Mühendislik,Türkiye,Ankara,+90 312 227 42 45,+90 312 227 42 46,http://www.gdsmuhendislik.com.tr/
CYBERPLAZA A BLOK NO:AZ4A BİLKENT,,,GDY PİKSEL YAZILIM REKLAM BİLİŞİM ÜRÜN VE HİZ.TİC.LTD.ŞTİ.,Türkiye,Ankara,312 2650440,312 2650443,
MASLAK MH. BİLİM SK. NO:5 SUN PLAZA MASLAK,,,GE HEALTHCARE TÜRKİYE,Türkiye,İstanbul,212 3662900,212 3662999,
Via Matteotti nr. 21 21045 Gazzada Schianno Varese – Italy,"A machine tool manufacturing company, manufactures automated systems for the fabrication of structural steel and plate, and forging industries",,Ficep S.p.A.,Italy,Varese,+39 0332 876 111,+39 0332 462 459,www.ficepgroup.com
GÜLDEN SOKAK 13/1 06690 KAVAKLIDERE,,,FİDES TEKNOLOJİ VE GÜVENLİK SİSTEMLERİ TİC.LTD.ŞTİ.,Türkiye,Ankara,312-4676550,312-4677532,
"Bilkent Teknoloji Geliştirme Bölgesi Üniversiteler Mh. 1606. Cd. Cyberpark No:4/A, CyberPlaza A Blok 1.Kat No: A109 06800

Bilkent-Çankaya/ANKARA","Figensoft is a software company that works on mobile technologies. The company has partnerships with Turkcell, Avea and Vodafone.",,Figensoft,Türkiye,Ankara,+90-312 299 2295,,http://www.figensoft.com/
"Güzeltepe Mahallesi 
Ahmet Rasim Sokak No: 16, 
06690 Çankaya - Ankara","FİGES, ulusal ve uluslararası firmaların Ar-Ge ve Ür-Ge bölümlerine ileri mühendislik ve proje hizmetleri sunmaktadır. Ayrıca Ar-Ge ve Ür-Ge çalışmalarında kullanılan yazılım ve donanım ürünlerinin pazarlama ve satış hizmetlerini de vermektedir. FİGES’in temel iş kolları özetle, ileri mühendislik hizmetleri, danışmanlık, mühendislik eğitim hizmetleri ve yazılım-donanım satışı şeklindedir.","Otomotiv, Savunma ve Havacılık, Raylı Sistemler",FİGES A.Ş.,Türkiye,Ankara,0 312 210 10 20,0 312 210 00 57,www.figes.com.tr
Güzelçay Mah. Şehit Hv.Plt.Tğm. Cahit Tütüncü Cad. P.K. 108 31200- İSKENDERUN,,,"Fil Filtre Ltd. Şti.
ÜRETİM",Türkiye,Hatay,,,
BÜYÜKDERE CAD. Ali kaya Sok. Polat Plaza A blok no:4 34100 Levent,,BANKACILIK,FİNANSBANK,Türkiye,İstanbul,212-3196000,212-3196077,www.finansbank.com.tr
"Kısıklı Cad. Sarkuysan Ak İş Merkezi
No:4 Kat:1 A-Blok P.K.34662 
Altunizade Üsküdar / İSTANBUL","Fina Enerji, elektrik enerjisi üretimi yapan bir firmadır.",Enerji,FİNA Enerji,Türkiye,İstanbul,+90 216 554 54 00,+90 216 474 52 52,www.finaenerji.com.tr
Eskisehir Yolu 4.Km 2.Cadde No:63 C Blok 06520 Söğütözü,.,,Fintek A.S,Türkiye,Ankara,03122891400,031222891450,
"Miralay Şefik Bey Sokak 
No:1/4 
Gümüşsuyu/Beyoğlu 
34437","Yüksek trafikli web siteleri ve mobil uygulama geliştirme. Müşteriler arasında karnaval.com, biletix, koçsistem var.",Software,Firmasoft Technologies,Türkiye,İstanbul,+90 212 243 11 96,+90 212 243 11 96,http://www.firmasoft.com/
PK.37 GÖLBAŞI 06830,.,Yönetim,FNSS SAVUNMA SİSTEMLERİ A.Ş.,Türkiye,Ankara,312-497 43 00,312-497 43 01,www.fnss.com.tr/
PK.37 GÖLBAŞI 06830,.,"ÜRETİM, ARGE",FNSS SAVUNMA SİSTEMLERİ A.Ş.,Türkiye,Ankara,312-497 43 00,312-497 43 01,hudaver.degirmenci@fnss.com.tr                    Nur.kilinc@fnss.com.tr
KAYA ALDOĞAN SOK. NO:15/6 ZİNCİRLİKUYU 80300,,BİLİŞİM,FOKUS BİLGİSAYAR SİSTEMLERİ SAN. VE TİC. LTD. ŞTİ.,Türkiye,İstanbul,212-2726116,212-2724333,www.fokus.com.tr
Nilüfer Organize Sanayi Bölgesi Köknar Cadde No: 36-38 16140 Nilüfer / Bursa - TÜRKİYE,Automative Plastics and Interior,Automative,Fompak,Türkiye,Bursa,+90 224 411 21 90,+90 224 411 21 96,http://www.fompak.com.tr/anasayfa/
"Gazi Universitesi 
Gölbaşı Yerleşkesi 
Teknoplaza Binası C203 
Gölbaşı Ankara",Sağlık Sektörü,,Fonet Bilgi Teknolojileri A.Ş.,Türkiye,Ankara,+90 312 438 59 19,+90 312 440 36 52,www.fonetyazilim.com
"Sancaktepe Ar-Ge Merkezi 
Akpınar Mah. 
Hasan Basri cd. No: 2 
34885 Sancaktepe –İstanbul-Türkiye","The company has an EESE department.
Electrical & Electronic Systems Engineering (EESE) is the product development organization that engineers and delivers all the exciting electronically enabled features customers demand and desire in today’s competitive vehicle market.   From generating electrical energy to connecting the vehicle from the cloud, EESE Engineers conceive, design, and develop the hardware and software to deliver product into the market place.",Automotive,Ford Otomotiv Sanayi A.S,Türkiye,İstanbul,02166649090,02166649090,http://www.fordotosan.com.tr
İZMİT GÖLCÜK YOLU 14.KM. İHSANİYE GÖLCÜK,,,FORD OTOMOTİV SANAYİ A.Ş.,Türkiye,Kocaeli,262 315 5000,262 315 5201,
Denizevler Mh. A.Ucar Cd. No:53 İhsaniye-Gölcük/Kocaeli,Department of Manufacture,,Ford Otomotiv Sanayi A.Ş.,Türkiye,Kocaeli,02623155000,02623155201,
"KÜTAHYA YOLU ÜZERİ
26311 İNÖNÜ PK:186
KÖPRÜBAŞI/ESKİŞEHİR",Kamyon Fabrikası,,FORD OTOMOTİV SANAYİ A.Ş.,Türkiye,Eskişehir,222 213 20 20,222 213 25 01,
"KÜTAHYA YOLU ÜZERİ
26311 İNÖNÜ PK:186
KÖPRÜBAŞI/ESKİŞEHİR",arge bölümü var,,FORD OTOMOTİV SANAYİ A.Ş.,Türkiye,Eskişehir,222 213 20 20,222 213 25 01,
"Akpınar Mah.Hasan Basri
cd. No: 2 
34885 Sancaktepe –İstanbul-Türkiye","Ford is an American car company and Ford Otosan is the part of the Ford, where mostly comercial vehicles are designed and produced. In Sancaktepe there is research and developpment center of Ford Otosan.",,Ford Otosan,Türkiye,İstanbul,0216 564 71 00,,
"Gold Plaza, Altayceşme Mh. Öz Sk. No: 19 Kat: 10, 34843 Maltepe, İstanbul","Foriba company works on ""e-Fatura"", ""e-Arşiv Fatura"", ""e-İrsaliye"", ""e-Mutabakat"", ""e-SMM"", ""e-MM"", ""e-Yedekleme"" and ""e-Defter"". In Foriba there are many computer engineers and programmers. Company is making connection between customer and GİB(Gelir İdaresi Başkanlığı).",E-dönüşüm,Foriba,Türkiye,İstanbul,0850 222 83 00,,https://www.foriba.com/
"İvedik Organize Sanayi Bölgesi 21. Cad. 1387 Sok. No:13 		
Ostim-Ankara 06340 Türkiye","Form Mühendislik çağdaş uygulamaların, yeniliklerin yakın takipçisi ve öncüsü olmak amacıyla 1992 yılında kurulmuş ve bunu birçok alanda başarmış bir kuruluştur. Teknoloji kullanımında öncü şirketimiz uzmanlık alanı olan konularda birçok ilki gerçekleştirmiştir. ülke gerçeklerini daima gözetir. Ülkemiz, enerji kaynakları kıt olmasına rağmen, enerjiyi en savurgan kullanan ülkelerden biridir.


Birçok işletmenin, enerjiyi daha verimli kullanan, gelişmiş teknoloji kullanımında çekingen davrandığını gözlemekteyiz. Form Mühendislik işletmelerdeki verimliliğin artırılması ve sürekliliğin sağlanması, denetlenebilir enerji kullanımı ile enerji tüketim maliyetlerinin düşürülmesini sağlamak üzere elektrikli ısıtıcıları (electrical heaters) ve bunların çağdaş uygulamalarını, özellikle elektrikli ısı izlemeyi (electrical heat tracing) faaliyet alanı olarak benimsemiştir. 
Elektrikli ısıtıcılar ve özellikle ısıtıcı kablolar, endüstrinin yanı sıra geniş uygulama alanına sahiptir. Binaların çatı oluklarında, yağmur iniş borularında, garaj rampalarında, merdiven basamaklarında buzlanmanın önlenmesi, uygulama alanlarından birkaçıdır. Şirketimiz, elektrikli ısıtıcılar ile, karlanma, buzlanma, donma ve genel olarak ısı kayıplarının oluşturduğu her türlü sorunu önleme ve gidermede; çağdaş, kesin, ekonomik sonuçlar önerir.


Form Mühendislik izoleli esnek ısıtıcıların - ısıtıcı kabloların, yaşamın her alanında sağladığı olanak ve kolaylıkları, seçkin ve uzman kuruluşlarla oluşturduğu güçlü yapı içerisinde sunmaktadır.


Form Mühendislik yetişkin teknik kadrosu ile Danışmanlık, Mühendislik, Komple Taahhüt, İşletmeye alma ve destek hizmetlerinin tamamını sunan uzman bir kuruluştur.


Form Mühendislik her alandaki Elektrikli Isıtma (electrical heating) ve Isı İzleme (heat tracing) sistemlerinde danışmanlık hizmeti vermektedir. Amacımız, ısı izleme ve buzlanmanın önlenmesi konularında ihtiyacınıza ve isteklerinize uygun, özel çözümler üretmektir. Konusunun uzmanı şirketimiz, uzun yılların tecrübesi ile sanayi tesisleri ve konutlar için çözüm üretmektedir.


İlk adım olarak, bir teknik elemanımız yerinde veya proje üzerinde sorunu tespit eder, ihtiyaç ve isteklerinize uygun çözümün ana hatlarını çizmek için sizinle ön görüşmede bulunur. Daha sonra projelendirmek üzere, soruna ve bütçeye uygun ayrıntılı mühendislik çalışmaları yapar.


Uzman üretici kuruluşlarla olan işbirliğimiz, en uygun malzemenin teminine olanak sağlar. Deneyimli teknisyen kadromuz montaj veya montaj danışmanlığı yapma seçenekleri sunmaktadır.



Form Mühendislik, uygulama sonrası işletmeye alma, ""as-built"" dokümanlarını hazırlama hizmetlerini verir. Ayrıca, işletmeye alma sonrası da teknik destek vermeye devam eder.",Elektrikli Isıtma ve Isı İzleme Sistemleri,Form Mühendislik LTD. ŞTİ.,Türkiye,Ankara,+90 312 394 40 22,+90 312 394 40 21,http://www.form-tr.com/
ORGANİZE SANAYİ BÖLGESİ 15.CADDE NO: 30 MELİKGAZ,,ÜRETIM,FORM SÜNGER,Türkiye,Kayseri,3523221020,3523221031,www.formsunger.com.tr
"Sahrayicedit Mah. Halk Sk. Pakpen Plaza 
No:40/4 34734 Kadikoy, Istanbul","Formalis is founded by Tamer Gülce and Kamil Tuğcu in 2006. We are experienced in process management, customer relations and customer service management. We develop, operate, and support software products in a cloud-based, multi-tenant architecture, licensed in SaaS.",Software,Formalis Bilgi Teknolojileri A.Ş,Türkiye,İstanbul,+90 216 361 5437,,http://www.formalistech.com/
Organize Sanayi Bölgesi Mavi Cad. No:25 16140 Nilüfer / Bursa / TÜRKİYE,1983'ten beri taşıtlar için ses yalıtım malzemeleri üretmektedir.,Otomotiv,Formfleks Yalıtım Ürünleri San. ve Tic. A.Ş.,Türkiye,Bursa,0(224) 314 85 00,0 (224) 243 30 90,www.formfleks.com.tr
2.CADDE NO:8/5 ÖVEÇLER,,,FORTE BİLİŞİM VE YAZILIM TEKNOLOJİLERİ TİCARET A.Ş.,Türkiye,Ankara,312-4734083                   533-2201830,312-4734086,
Birlik Mah. 5. Cad 403. Sok. No:3/2 Çankaya,,YAZILIM,FORSNET,Türkiye,Ankara,0312 495 73 23,495 79 59,www.forsnet.com.tr
v,,DANIŞMALIK,FORTE Consultancy,Türkiye,İstanbul,02122309004,,
"Hacettepe Üniversitesi Beytepe Yerleşkesi

Üniversiteler Mah. 1596.Cad. Savunma Binası

(5.AR-GE) No:8-B Ofis No:18 (5.Kat) 

Beytepe 06800 Çankaya/ANKARA","ForteArGe, bilişim teknolojileri konusunda sektör ihtiyaçlarına göre “ürün”, müşteri ihtiyaçlarına göre “proje” yaklaşımı ile Ar-Ge tabanlı nitelikli çözümler sunmak amacı ile 2008 yılında kurulmuştur. Şirketimiz, uzman Ar-Ge kadrosu ile Hacettepe Üniversitesi Teknoloji Geliştirme Bölgesinde faaliyetlerine devam etmektedir.

ForteArGe, kuruluşundan bu yana çok sayıda kamu ve özel sektör kuruluşu için doğru, hızlı ve ekonomik çözümler geliştirmiş, ayrıca çeşitli Ar-Ge projelerine imza atmıştır.
Daha çok yazılım işi yapsalar da hardware işi de yapıyorlar.",,ForteArGe,Türkiye,Ankara,0 312 485 42 99,0 312 485 42 98,www.fortearge.com
"Hacettepe Üniversitesi Beytepe Yerleşkesi

Üniversiteler Mah. 1596.Cad. Savunma Binası

(5.AR-GE) No:8-B Ofis No:18 (5.Kat) 

Beytepe 06800 Çankaya/ANKARA","ForteArGe, bilişim teknolojileri konusunda sektör ihtiyaçlarına göre “ürün”, müşteri ihtiyaçlarına göre “proje” yaklaşımı ile Ar-Ge tabanlı nitelikli çözümler sunmak amacı ile 2008 yılında kurulmuştur. Şirketimiz, uzman Ar-Ge kadrosu ile Hacettepe Üniversitesi Teknoloji Geliştirme Bölgesinde faaliyetlerine devam etmektedir.

ForteArGe, kuruluşundan bu yana çok sayıda kamu ve özel sektör kuruluşu için doğru, hızlı ve ekonomik çözümler geliştirmiş, ayrıca çeşitli Ar-Ge projelerine imza atmıştır.

Şirketimiz, tüm faaliyetlerinde bilişim teknolojilerini ileriye götürmeyi amaç edinmiştir.","Software development, Consultancy",ForteArGe Bilişim Mühendislik Danışmanlık Ltd. Şti.,Türkiye,Ankara,0 312 485 42 99,0 312 485 42 98,www.fortearge.com
YILDIZ POSTA CAD. NO: 54 34353 GAYRETTEPE,,BANKACILIK,FORTIS,Türkiye,İstanbul,212-2744280,212-2725278,www.fortis.com.tr
ESKİ BÜYÜKDERE CADDESİ TEKFEN TOWER NO: 209 4. LEVENT,,ULUSLARARASI EMEKLİLİK VE HAYAT SİGORTACILIĞI,FORTIS  EMEKLİLİK A.Ş.,Türkiye,İstanbul,212-3193200,212-3570090,www.doganemeklilik.com.tr
"1200 COIT ROAD SUITE 107 
PLANO TX 75075",,,FOUNTAIN LLC,Amerika,Plano,,,
"Üniversiteler Mahallesi, İhsan Doğramacı Bulvarı NO:13 ÇANKAYA KULUÇKA BİNASI (PREFABRİK BİNA 2) MASA 54","Elektrik-Elektronik, Tasarım",Mechanical Engineering,Frakto Malzeme Teknolojileri Araştırma Geliştirme Sanayi ve Ticaret Limited Şirketi,Türkiye,Ankara,05058902194,,frakto.co
ATAŞEHİR BULVARI 38 ADA ATA 3/3 PLAZA K: 5 NO: 51-51 ATAŞEHİR KADIKÖY,,BİLİŞİM,FOTECH FİBER OPTİK TEKNOLOJİK HİZMETLER SAN. TİC.,Türkiye,İstanbul,216-4564005,216-4565086,www.fotech.com.tr
Fevzi Cakmak Mah. Manisa Cad. No.66    PK 45140  Muradiye/Manisa,"Franke is a world leading provider of products and solutions for residential kitchens and bathrooms, professional foodservice, coffee preparation and semi-/public washrooms.","Kitchen Systems,FoodService Systems,Water Systems,Coffee Systems",Franke,Türkiye,Manisa,0 236 226 24 00,0 236 246 84 56,www.franke.com
"Nobelstraße 12, 70569 Stuttgart, Germany",https://www.muse.iao.fraunhofer.de/en/ueber-uns.html,,Fraunhofer IAO,Germany,Stuttgart,,,
"Fraunhofer-Institut für Integrierte Schaltungen IIS
Am Wolfsmantel 33
91058 Erlangen",,,Fraunhofer IIS,Germany,Erlangen,+49(0)9131/776-0,+49(0)9131/776-2099,www.iis.fraunhofer.de
"Fraunhofer Institute for Integrated Circuits IIS
Nordostpark 93
90411 Nuremberg
Germany","RESEARCH CENTER
on integrated circuits and ultra wide band technologies",WLAN Signals,Fraunhofer IIS,Germany,Nuremberg,+49(0)9131/776-0,+49(0)9131/776-2099,www.iis.fraunhofer.de
"Fraunhofer Institute for Integrated Circuits IIS
Nordostpark 93
90411 Nuremberg
Germany","RESEARCH CENTER
on integrated circuits and ultra wide band technologies",,Fraunhofer IIS-NUREMBERG,ALMANYA,NUREMBERG,+49(0)9131/776-0,+49(0)9131/776-2099,www.iis.fraunhofer.de
"Fraunhofer Institute for Integrated Circuits IIS
Design Automation Division EAS
Zeunerstrasse 38
01069 Dresden
Germany",,,Fraunhofer Institute for Integrated Circuits IIS,Almanya,Dresden,+49 351 4640 - 701,+49 351 4640 - 703,http://www.eas.iis.fraunhofer.de/en/contact.html
ZAV Team 327 Postfach 53107 Bonn,,,Fraunhofer-Gesellschaft,Almanya,Münih,09131-761303,,
"672 East Royalton Road
Broadview Heights, Ohio 44147","The engineers at Fredrick, Fredrick & Heller Engineers, Inc. apply their experience in the design of mechanical and electrical systems for educational, medical, industrial and office environments.

They have a broad knowledge of the needs for reliable and clean power, data distribution and communications systems required by the ""State of the Art"" office.

They analyze energy considerations and apply energy conservation measures in both mechanical and electrical systems without sacrificing reliability or comfort of the facility.

In addition, they apply a sensitivity for the needs of the people who will utilize the space. 

They commit to design systems which will endure throughout the life of the facility and which can be easily maintained in the future.",Electrical&Mechanical Engineering,"Fredrick, Fredrick & Heller",USA,Cleveland,001 440 546 9696,,http://www.ffhengineers.com/contact.htm
Free University of Brussel - Pleinlaan 2 1050 Bruksel Brussels,"Do research at the ‘Electrochemical & Surface Engineering’,research group is all about ‘electrochemistry’ and ‘surfaces’ and their interaction.There are four main topics: corrosion technology, electrochemical modelling,electrochemical and surface processes, multifunctional surfaces and new materials.","Research, ARGE","Free University of Brussels, Electrochemical and Surface Engineering Reseach Group",Belgium,Bruksel,02/629.20.10,,http://surfgroup.be/
Bozburun Mevkii 7040 Sok. No:35 Denizli,"Anahtar teslimi kablo fabrikası kurulumu. Kablo makinası üretimi. Haddehane makinaları. Özel tasarım makina imalatı. Teknik destek ve servis.

Bünyesinde 4 tane elektrik elektronik mühendisi bulunuyor.Makine imalatı
ve bu makinelerin devreye alımını da kendileri yapıyorlar. Yani şirket otomasyon da barındırıyor.",,Frekans Makina San,Türkiye,Denizli,02583722501,02583722504,frekansmakina.com.tr
"Antalya Serbest Bölgesi 
B1 cadde 4. sokak
07070 Liman / Antalya","Medikal cihazlar satış, pazarlama ve servisi konusunda tanınan şirketin teknik departmanında da mikroişlemci tabanlı devre tasarımları yapılmaktadır.",Elektronik,Fresenius Medikal Hizmetler A.Ş.,Türkiye,Antalya,242 - 246 51 00,242 - 246 51 49,
"No: 8, Hasanağa, 3. Cd., Nilüfer 
16159 Bursa 
Turkey","Freudenberg is a diversified technology company with a very broad product spectrum, ranging from seals and nonwovens to household products, lubricants and IT services.",Automotive,Freudenberg Sealing Technologies Sanayi ve Ticaret A.Ş.,Türkiye,Bursa,02243240100,,http://www.freudenberg.com/en/Pages/default.aspx
"Hasanağa OSB. Mahallesi HOSAB 3. Cad. No:8
16130 Nilüfer Bursa Türkiye, Türkiye",Producing sealing technology equipments.,Sealing Technology - Sızdırmazlık Endüstrisi,Freudenberg Sealing Technologies Sanayi ve Ticaret A.Ş.,Türkiye,Bursa,+90 224 324 01 00,,https://turkey.fst.com/tr-tr
"Ernst-Reuter Platz 7 D-10587 Berlin, Germany","The German-Turkish Advanced ICT Research Centre (GT-ARC) is a research institute jointly established in Berlin and Istanbul, supported by government organizations and leading companies in Germany and Turkey. The objective of GT-ARC is to conduct research towards innovation in the field of Information and Communication Technologies (ICT) in cooperation with other research institutions and partners from the industry. 

GT-ARC's main motivation is to leverage innovation in key sectors where about 80% of innovations come from ICT. GT-ARC addresses the need for research in ICT by:
Developing ICT-based solutions for grand challenges - society problems in Energy, Traffic, Telecommunications, Health, Nutrition, Security, Safety, Knowledge and Education,
Devising technologies to turn ideas into ICT-based products and services faster and with larger impact,
Implementing user-centric solutions, e.g., by utilizing Living Lab approach, in order to increase user acceptance and prepare future market.
GT-ARC is supported by the German Federal Ministry of Education and Research, and the Turkish Ministry of Transport, Maritime Affairs and Communications.","Smart Cities, Energy/Smart Grid, Electro-mobility, Logistics & Transportation, Telecommunications & Future Internet, Security, Health, Government & Ed",GT-ARC,Almanya,Berlin,+49 030 314 74000,,http://www.gt-arc.com/
"Maslak Mahallesi Dereboyu 2 Caddesi No:6/4 Sarıyer, Istanbul",GTech is a technology solution company that follows the technological developments in the world and combines them with its sectoral experiences to provide tailor-made solutions for the requirements of its customers.,Technology,GTech,Türkiye,İstanbul,+90 212 285 99 75,+90212 285 99 78,http://eng.gtech.com.tr
"63 Bulbul Ave., Gulust Residence, Office 4, 
Baku, Azerbaijan","The processing company Guavapay is a high - tech center that offers a range of services in card issuing, card service and card acquiring. The company has statuses of Member Service Provider, TPP and TSP in MasterCard, Visa and UP payment systems and has direct connections with the network of above mentioned payment systems.","Finance, Internet and Mobile Banking, Processing systems",GuavaPay,Azerbaijan,Baku,+994125058473,,https://guavapayment.com/en/
"ODTÜ Teknokent Galyum Blok
No:42 06800 Çankaya - Ankara
TURKEY",,,GUI Consultancy,Türkiye,Ankara,+90 312 210 16 08,,www.gui.com.tr
